video,duration_s,cascade_latency_s,cascade_cost_usd,adaframe_frames,uniform_frames,vlm_cost_adaframe,vlm_cost_uniform,total_adaframe,total_uniform,net_saving_usd,saving_pct
KDuLZeVfYcg.mp4,31.0,24.29,0.003374,9,31,0.1035,0.3565,0.1069,0.3565,0.2496,70.0
K783SDTBKmg.mp4,30.3,98.96,0.013744,22,30,0.253,0.345,0.2667,0.345,0.0783,22.7
IvNkGm8mxiM.mp4,110.2,352.99,0.049026,70,110,0.805,1.265,0.854,1.265,0.411,32.5
Jtakqt3Jygk.mp4,60.0,164.76,0.022883,38,59,0.437,0.6785,0.4599,0.6785,0.2186,32.2
KShkhIXdf1Y.mp4,30.2,46.47,0.006454,17,30,0.1955,0.345,0.202,0.345,0.143,41.5
KGr_KFiCX4s.mp4,102.2,135.75,0.018854,33,102,0.3795,1.173,0.3984,1.173,0.7746,66.0
KT_155-ROy0.mp4,78.3,48.75,0.006771,39,78,0.4485,0.897,0.4553,0.897,0.4417,49.2
KKKOpKvk9Ok.mp4,66.5,141.73,0.019685,22,66,0.253,0.759,0.2727,0.759,0.4863,64.1
KE9bc5KskM8.mp4,92.2,181.12,0.025156,30,92,0.345,1.058,0.3702,1.058,0.6878,65.0
KbmJLVrFvuc.mp4,30.0,43.68,0.006066,9,29,0.1035,0.3335,0.1096,0.3335,0.2239,67.1
KQCbke3pps8.mp4,50.4,125.48,0.017428,48,50,0.552,0.575,0.5694,0.575,0.0056,1.0
KjpVMX3wcJQ.mp4,35.2,47.07,0.006537,20,35,0.23,0.4025,0.2365,0.4025,0.166,41.2
KZMYWAW-5Js.mp4,40.9,110.95,0.015409,5,40,0.0575,0.46,0.0729,0.46,0.3871,84.2
JndtG8Y7yfw.mp4,119.8,329.97,0.045829,79,119,0.9085,1.3685,0.9543,1.3685,0.4142,30.3
KaxwXegbgug.mp4,70.4,105.41,0.014641,10,70,0.115,0.805,0.1296,0.805,0.6754,83.9
Kk6Bi23Q7-E.mp4,58.8,59.27,0.008232,29,58,0.3335,0.667,0.3417,0.667,0.3253,48.8
KsdD1MJXOpk.mp4,73.4,86.97,0.012079,5,73,0.0575,0.8395,0.0696,0.8395,0.7699,91.7
KuNcSp2T4Lw.mp4,39.5,53.89,0.007484,10,39,0.115,0.4485,0.1225,0.4485,0.326,72.7
KtkfE_OWSzo.mp4,42.0,88.33,0.012268,14,42,0.161,0.483,0.1733,0.483,0.3097,64.1
KY82nmR7U4o.mp4,65.1,186.95,0.025966,57,65,0.6555,0.7475,0.6815,0.7475,0.066,8.8
KyiV12WdJew.mp4,42.1,53.94,0.007491,24,42,0.276,0.483,0.2835,0.483,0.1995,41.3
L7bHdo2DJHY.mp4,11.9,26.55,0.003688,4,11,0.046,0.1265,0.0497,0.1265,0.0768,60.7
L0KmvWL6Dfw.mp4,32.0,70.66,0.009814,18,32,0.207,0.368,0.2168,0.368,0.1512,41.1
Kx48dmDB28U.mp4,60.1,111.37,0.015468,19,60,0.2185,0.69,0.234,0.69,0.456,66.1
L4mP9pR-mzU.mp4,30.0,70.68,0.009817,14,29,0.161,0.3335,0.1708,0.3335,0.1627,48.8
LD1NnIZocrM.mp4,15.5,59.43,0.008255,14,15,0.161,0.1725,0.1693,0.1725,0.0032,1.9
LLrTPrp-fW8.mp4,30.8,35.9,0.004986,9,30,0.1035,0.345,0.1085,0.345,0.2365,68.6
LEc-35QNaoM.mp4,30.1,80.82,0.011225,15,30,0.1725,0.345,0.1837,0.345,0.1613,46.7
KObDkEBwuTc.mp4,89.3,378.51,0.05257,52,89,0.598,1.0235,0.6506,1.0235,0.3729,36.4
LPa_NGIIn0c.mp4,58.2,62.23,0.008643,25,58,0.2875,0.667,0.2961,0.667,0.3709,55.6
L4t-fCKQCP4.mp4,60.0,130.01,0.018057,39,60,0.4485,0.69,0.4666,0.69,0.2234,32.4
LUOJSnR9z3k.mp4,31.0,19.48,0.002706,6,31,0.069,0.3565,0.0717,0.3565,0.2848,79.9
LI3KRcGEkZg.mp4,60.0,124.57,0.017302,30,60,0.345,0.69,0.3623,0.69,0.3277,47.5
LhGJvGhIzaw.mp4,29.3,45.13,0.006268,14,29,0.161,0.3335,0.1673,0.3335,0.1662,49.8
LlZz3WNbOkw.mp4,30.0,77.56,0.010773,15,30,0.1725,0.345,0.1833,0.345,0.1617,46.9
LRgqD7JgF-U.mp4,84.3,162.18,0.022525,19,84,0.2185,0.966,0.241,0.966,0.725,75.0
LQqyDj7RX6Y.mp4,60.1,226.2,0.031417,19,60,0.2185,0.69,0.2499,0.69,0.4401,63.8
Lgitw016T44.mp4,60.0,164.18,0.022803,55,60,0.6325,0.69,0.6553,0.69,0.0347,5.0
LpjojQea7Lw.mp4,30.0,46.9,0.006514,20,30,0.23,0.345,0.2365,0.345,0.1085,31.4
LVrQmgihkQI.mp4,85.5,205.62,0.028558,54,85,0.621,0.9775,0.6496,0.9775,0.3279,33.5
M-XIMtd8ilM.mp4,15.0,37.1,0.005153,9,15,0.1035,0.1725,0.1087,0.1725,0.0638,37.0
LxK743gc0PI.mp4,30.0,68.7,0.009542,18,30,0.207,0.345,0.2165,0.345,0.1285,37.2
M4dTKckmLwE.mp4,29.8,34.71,0.004821,11,29,0.1265,0.3335,0.1313,0.3335,0.2022,60.6
LjBIJGMum9A.mp4,70.1,186.56,0.025912,35,70,0.4025,0.805,0.4284,0.805,0.3766,46.8
M7cUYVviK50.mp4,30.1,34.12,0.004739,20,30,0.23,0.345,0.2347,0.345,0.1103,32.0
LfdiClhlLZk.mp4,100.0,249.86,0.034702,46,100,0.529,1.15,0.5637,1.15,0.5863,51.0
ML160wA9mME.mp4,31.1,54.75,0.007604,12,31,0.138,0.3565,0.1456,0.3565,0.2109,59.2
